,order quantity,SPEC_1st_N,SPEC_1st_L1,SPEC_1st_L2,SPEC_1st_L3,SPEC_2nd_L1,SPEC_2nd_L2,SPEC_2nd_L3,Customer,By_way,Types,Ap_outer_r,Ap_L,cen_outter_r,cen_L,cen_material,Shell_outer_r_1,Shell_outer_r_2,shell_L,shell_material,Human_Hrs,Material_Cost
169,1.0,30.0,X,X,S,W,M,R,AUOL6A,DISPLAY,國內終端,138.0,231.0,54.9,231.0,SUS420,138.0,0.0,127.0,SUS304,0.0,0.0
170,1.0,50.0,A,F,M,C,N,R,工研院南院,OTHERS,國內終端,160.0,98.0,65.0,98.0,SUS420,160.0,0.0,82.0,SUS304,1368.0,31792.0
171,1.0,75.0,A,F,M,C,N,R,工研院南院,OTHERS,國內終端,210.0,115.0,90.0,115.0,SUS420,210.0,0.0,96.0,SUS304,1176.0,31769.0
172,2.0,20.0,A,F,M,C,N,R,工研院南院,OTHERS,國內終端,105.0,82.5,30.0,83.5,SUS420,105.0,0.0,68.5,SUS304,861.0,18189.0
173,4.0,25.0,A,F,M,C,N,R,工研院南院,OTHERS,國內終端,115.0,89.0,35.0,89.0,SUS420,115.0,0.0,74.0,SUS304,0.0,0.0
174,2.0,12.0,A,N,S,C,N,R,工研院南院,OTHERS,國內終端,48.0,179.0,15.0,179.0,SUS420,48.0,0.0,109.0,SUS304,0.0,0.0
175,4.0,10.0,A,F,S,C,N,R,工研院南院,OTHERS,國內終端,80.0,119.5,12.0,119.5,SUS420,80.0,0.0,69.5,SUS304,0.0,0.0
176,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
177,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
178,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
179,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
180,1.0,25.0,A,F,M,W,N,H,承鋐儀器,OTHERS,國內設備商,120.0,92.0,35.0,92.0,SUS420,120.0,0.0,78.0,SUS304,0.0,0.0
181,2.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
182,3.0,10.0,A,B,S,C,N,R,聚昌,LED,國內設備商,42.0,298.8,10.0,298.8,SUS420,42.0,0.0,197.0,SUS304,1227.0,10193.0
183,1.0,30.0,A,F,X,C,N,R,日揚,SEMI,國內代理商,105.0,138.0,48.0,138.0,SUS420+SUS304,105.0,0.0,68.5,SUS304,0.0,0.0
184,1.0,20.0,A,C,H,C,N,R,亮傑,SEMI,國內設備商,58.0,68.5,30.0,68.5,SUS420,58.0,0.0,68.5,SUS304,0.0,0.0
185,2.0,20.0,A,F,S,C,N,R,日揚,SEMI,國內代理商,114.0,134.0,25.0,134.0,SUS420,114.0,0.0,62.0,SUS304,0.0,0.0
186,2.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
187,4.0,40.0,A,X,S,C,N,R,AMAT,DISPLAY,國內設備商,170.0,241.0,70.0,241.0,SUS420,170.0,0.0,127.0,SUS304,1070.0,26935.0
188,1.0,187.0,B,X,S,C,N,R,D&E,OTHERS,國外代理商,25.3,106.15,4.76,106.15,SUS420,25.3,0.0,36.65,SUS304,0.0,0.0
189,1.0,1000.0,B,X,X,C,M,N,北緯,SEMI,國內設備商,119.45,115.7,46.15,108.4,SUS420,119.45,0.0,109.3,SUS304,2159.0,20684.0
190,1.0,1000.0,B,X,X,C,M,N,北緯,SEMI,國內設備商,119.45,115.7,46.15,108.4,SUS420,119.45,0.0,109.3,SUS304,2159.0,20684.0
191,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
192,1.0,375.0,B,X,S,C,N,R,KJLC,OTHERS,國外代理商,69.74,161.93,10.0,161.93,SUS420,69.47,0.0,82.55,AL6061,955.0,9556.0
193,1.0,10.0,X,B,S,C,N,R,聚昌,LED,國內設備商,42.0,158.8,10.0,158.8,SUS420,42.0,0.0,100.2,SUS304,814.0,8885.0
194,2.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
196,1.0,250.0,B,G,S,C,N,R,清大,OTHERS,國內終端,69.5,125.0,10.0,125.0,SUS420,69.5,0.0,65.0,SUS304,0.0,0.0
197,1.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
198,1.0,20.0,A,X,S,W,B,R,力鼎精密,SEMI,國內設備商,170.0,423.0,25.0,423.0,SUS420,170.0,0.0,104.5,SUS304,949.0,29000.0
199,1.0,20.0,A,X,S,W,B,R,力鼎精密,SEMI,國內設備商,170.0,423.0,25.0,423.0,SUS420,170.0,0.0,104.5,SUS304,949.0,29000.0
200,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
201,2.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
202,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
203,1.0,10.0,X,B,S,C,N,R,聚昌,LED,國內設備商,42.0,158.8,10.0,158.8,SUS420,42.0,0.0,100.2,SUS304,814.0,8885.0
204,1.0,10.0,X,B,S,C,N,R,聚昌,LED,國內設備商,42.0,158.8,10.0,158.8,SUS420,42.0,0.0,100.2,SUS304,814.0,8885.0
205,5.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
206,1.0,625.0,X,X,S,A,N,H,UMC 8AB,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,772.0,16786.0
207,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
208,1.0,40.0,A,X,S,C,N,R,AMAT,DISPLAY,國內設備商,170.0,241.0,70.0,241.0,SUS420,170.0,0.0,127.0,SUS304,1070.0,26935.0
209,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
210,1.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
211,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
212,1.0,10.0,A,F,M,W,N,N,承德,OTHERS,國內終端,90.0,79.0,17.0,79.0,SUS420,90.0,0.0,64.0,SUS304,0.0,0.0
213,1.0,35.0,X,X,S,W,N,R,漢磊二廠,SEMI,國內終端,133.5,174.7,40.0,174.7,SUS420,133.5,0.0,95.1,SUS304,0.0,0.0
214,4.0,40.0,A,X,H,C,N,N,準鑫,OTHERS,國內設備商,165.0,126.0,55.0,126.0,SUS420,165.0,0.0,112.5,SUS304,0.0,0.0
215,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
216,1.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
217,2.0,30.0,X,X,S,C,N,R,AUOL6A,DISPLAY,國內終端,122.0,147.0,35.0,147.0,SUS420,122.0,0.0,71.0,SUS304,1309.0,13775.0
218,40.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
219,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
220,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
221,7.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
222,1.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.28,87.3,10.0,87.3,SUS420,41.28,0.0,49.02,SUS304,0.0,0.0
223,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
224,8.0,30.0,X,X,S,W,M,R,凌巨,DISPLAY,國內終端,128.0,180.5,54.9,180.5,SUS420,128.0,0.0,121.0,SUS304,455.0,16083.0
225,2.0,30.0,X,X,S,W,N,R,凌巨,DISPLAY,國內終端,191.85,139.5,56.0,88.5,SUS420,191.85,0.0,95.0,SUS304,1212.0,33312.0
226,5.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
227,1.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
228,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
229,2.0,20.0,A,F,S,C,N,R,普鍍,OTHERS,國內終端,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,1347.0,9997.0
230,3.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
231,10.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
232,4.0,1000.0,B,X,X,C,M,N,奈司特,SEMI,國內代理商,119.45,115.7,46.15,108.4,SUS420,119.45,0.0,109.3,SUS304,2159.0,20684.0
233,2.0,6.0,A,K,S,C,N,R,日揚,SEMI,國內代理商,30.0,128.45,9.0,128.45,SUS420,30.0,0.0,44.45,SUS304,924.0,16267.0
234,3.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
235,5.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
237,2.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
238,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
239,2.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
242,1.0,625.0,X,X,S,A,N,H,聯穎光電,LED,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,772.0,16786.0
243,1.0,625.0,X,X,S,A,N,H,聯穎光電,LED,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,934.0,20717.0
244,2.0,375.0,B,B,S,C,N,R,加高,OTHERS,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
245,1.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
247,1.0,16.0,A,X,S,C,N,R,漢民,SEMI,國內設備商,74.0,319.5,20.0,319.5,SUS420,74.0,0.0,68.0,SUS304,1118.0,12216.0
248,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
252,3.0,375.0,B,B,S,C,N,R,亮傑,SEMI,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
253,2.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
254,10.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
255,2.0,375.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,70.0,103.12,12.0,103.12,SUS420,70.0,0.0,65.02,SUS304,426.0,6540.0
256,5.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
257,1.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,134.0,19.0,134.0,SUS420,64.0,0.0,79.0,SUS304,0.0,0.0
258,1.0,16.0,A,X,S,C,N,R,漢民,SEMI,國內設備商,74.0,319.5,20.0,319.5,SUS420,74.0,0.0,68.0,SUS304,1118.0,12216.0
259,10.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
260,5.0,375.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,70.0,103.12,12.0,103.12,SUS420,70.0,0.0,65.02,SUS304,426.0,6540.0
261,40.0,15.0,A,F,S,C,N,F,聚訊實業,PV,國外代理商,87.0,321.0,25.0,321.0,SUS420,87.0,0.0,104.5,SUS304,392.0,13010.0
262,1.0,30.0,X,X,S,W,M,R,INX-T1,DISPLAY,國內終端,138.0,231.0,54.9,231.0,SUS420,138.0,0.0,127.0,SUS304,763.0,16655.0
263,1.0,750.0,B,N,S,C,N,R,KJLC,OTHERS,國外代理商,72.9,223.825,20.0,223.82,SUS420,72.9,0.0,128.83,SUS304,485.0,12610.0
265,2.0,6.0,A,G,S,C,N,R,日揚,SEMI,國內代理商,34.0,102.0,6.35,102.0,SUS420,34.0,0.0,68.0,SUS304,0.0,0.0
266,2.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
267,1.0,20.0,X,X,S,W,M,R,新唐,SEMI,國內終端,105.0,136.0,29.0,136.0,SUS420,105.0,0.0,87.85,SUS304,884.0,13671.0
268,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1212.0,18411.0
269,1.0,625.0,B,X,S,A,N,H,UMC 8C,SEMI,國內終端,76.2,204.0,44.0,204.0,SUS420,76.2,0.0,87.5,AL6061,1314.0,21940.0
270,2.0,375.0,B,B,S,C,N,R,加高,OTHERS,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
271,1.0,10.0,X,B,S,C,N,R,聚昌,LED,國內設備商,42.0,158.8,10.0,158.8,SUS420,42.0,0.0,100.2,SUS304,814.0,8885.0
272,1.0,12.0,A,F,S,W,M,N,漢民,SEMI,國內設備商,64.0,192.0,19.0,192.0,SUS420,64.0,0.0,79.0,SUS304,869.0,17981.0
273,1.0,105.0,X,X,S,W,N,H,新唐,SEMI,國內終端,226.1,280.8,193.05,280.8,SUS420,226.1,0.0,148.65,AL6061,2888.0,107525.0
274,1.0,10.0,X,B,S,C,N,R,聚昌,LED,國內設備商,42.0,158.8,10.0,158.8,SUS420,42.0,0.0,100.2,SUS304,814.0,8885.0
276,1.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
277,1.0,12.0,A,X,M,C,N,R,漢民,SEMI,國內設備商,74.0,295.0,16.0,295.0,SUS304,74.0,0.0,57.5,SUS304,0.0,0.0
278,1.0,16.0,A,X,S,C,N,R,漢民,SEMI,國內設備商,74.0,319.5,20.0,319.5,SUS420,74.0,0.0,68.0,SUS304,1118.0,12216.0
279,1.0,12.0,A,N,S,W,N,N,漢民,SEMI,國內設備商,48.0,211.0,15.0,211.0,SUS420,48.0,0.0,141.0,SUS304,794.0,13429.0
280,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
281,6.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
282,80.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
283,2.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
284,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
285,9.0,12.0,A,F,S,W,N,R,鋆?,DISPLAY,國內設備商,90.0,173.5,15.0,173.5,SUS420,90.0,0.0,73.5,SUS304,0.0,0.0
286,5.0,20.0,A,F,M,C,N,R,鋆?,DISPLAY,國內設備商,105.0,82.5,30.0,83.5,SUS420,105.0,0.0,68.5,SUS304,861.0,18189.0
287,1.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
288,2.0,375.0,B,B,S,C,N,R,加高,OTHERS,國內終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
289,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
290,1.0,1500.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,177.8,94.3,50.0,94.3,SUS420,177.8,0.0,76.2,SUS304,552.0,29589.0
291,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
292,2.0,750.0,B,N,S,W,N,R,KJLC,OTHERS,國外代理商,72.9,223.8,20.0,223.8,SUS420,72.9,0.0,128.8,SUS304,934.0,24464.0
293,3.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
294,3.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,806.0,6016.0
295,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.1,117.5,10.0,117.5,SUS420,41.1,0.0,79.8,SUS304,594.0,5876.0
296,4.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,53.8,100.8,10.0,100.8,SUS420,53.8,0.0,62.7,SUS304,530.0,6474.0
297,4.0,250.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,69.3,103.1,10.0,103.1,SUS420,69.3,0.0,65.0,SUS304,523.0,6037.0
298,8.0,750.0,B,N,S,W,N,R,KJLC,OTHERS,國外代理商,72.9,223.8,20.0,223.8,SUS420,72.9,0.0,128.8,SUS304,934.0,24464.0
299,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,271.0,70.0,271.0,SUS420,170.0,0.0,157.0,SUS304,950.0,34104.0
300,1.0,40.0,A,X,S,W,N,R,AMAT,DISPLAY,國內設備商,170.0,216.0,70.0,216.0,SUS420,170.0,0.0,102.0,SUS304,1022.0,26959.0
301,1.0,40.0,A,X,S,C,N,R,AMAT,DISPLAY,國內設備商,170.0,241.0,70.0,241.0,SUS420,170.0,0.0,127.0,SUS304,1070.0,26935.0
302,2.0,750.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,152.4,153.2,20.0,153.2,SUS420,152.4,0.0,90.5,SUS304,1064.0,15881.0
303,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
304,1.0,10.0,A,F,S,C,N,R,凌嘉,DISPLAY,國內設備商,80.0,119.5,12.0,119.5,SUS420,80.0,0.0,69.5,SUS304,372.0,4498.0
305,2.0,1500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,82.5,94.3,50.0,94.3,SUS420,82.5,0.0,76.2,SUS304,1008.0,16772.0
306,2.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
307,30.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
308,2.0,20.0,A,F,S,C,N,R,海拓,OTHERS,國外設備商,105.0,162.4,24.0,162.4,SUS420,105.0,0.0,92.4,SUS304,664.0,12513.0
309,1.0,1500.0,B,C,H,C,N,N,漢辰,SEMI,國內設備商,75.0,90.0,50.0,90.0,SUS420,75.0,0.0,90.0,SUS304,746.0,16127.0
310,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
311,2.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
312,2.0,20.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,1347.0,9997.0
313,2.0,1000.0,B,X,X,C,M,N,奈司特,SEMI,國內代理商,119.45,115.7,46.15,108.4,SUS420,119.45,0.0,109.3,SUS304,2159.0,20684.0
314,5.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
315,1.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
316,2.0,375.0,B,B,S,C,N,R,聚昌,LED,國內設備商,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
317,1.0,12.0,A,F,S,C,N,R,漢民,SEMI,國內設備商,74.0,84.0,33.0,84.0,SUS420,74.0,0.0,64.0,SUS304,989.0,13248.0
318,2.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
319,2.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
320,20.0,250.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,41.3,87.3,10.0,87.3,SUS420,41.3,0.0,49.0,SUS304,390.0,4800.0
321,2.0,20.0,A,F,M,C,N,R,亮傑,SEMI,國內設備商,105.0,82.5,30.0,83.5,SUS420,105.0,0.0,68.5,SUS304,861.0,18189.0
322,1.0,40.0,A,F,M,W,N,R,漢民,SEMI,國內設備商,135.0,120.0,50.0,120.0,SUS420,135.0,0.0,102.0,SUS304,1137.0,22704.0
323,4.0,20.0,A,F,S,C,N,R,CEAC,INDUSTRIAL,國外代理商,105.0,162.4,24.0,162.4,SUS420,105.0,0.0,92.4,SUS304,664.0,12513.0
324,3.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
325,4.0,4167.0,B,X,X,C,N,R,漢辰,SEMI,國內設備商,266.0,411.0,179.3,411.0,AL6061,266.0,0.0,316.3,AL6061,3054.0,67788.0
326,1.0,100.0,A,X,R,W,X,Z,南亞塑膠,DISPLAY,國內終端,457.9,225.5,279.7,72.0,SUS304,457.9,0.0,108.0,SUS304,4512.0,974782.0
327,1.0,375.0,B,B,S,C,N,R,和艦,SEMI,國外終端,41.0,86.5,10.0,86.5,SUS420,41.0,0.0,42.0,SUS304,286.0,4018.0
328,3.0,1000.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,177.8,84.8,35.0,84.8,SUS420,177.8,0.0,69.9,SUS304,1188.0,26238.0
329,6.0,375.0,B,B,S,C,N,R,KJLC,OTHERS,國外代理商,38.1,86.106,10.0,86.106,SUS420,38.1,0.0,41.91,SUS304,868.0,7543.0
330,2.0,375.0,B,G,S,W,N,R,KJLC,OTHERS,國外代理商,69.3,115.8,10.0,115.8,SUS420,69.3,0.0,77.7,SUS304,659.0,8102.0
331,2.0,1500.0,B,F,M,C,N,R,KJLC,OTHERS,國外代理商,177.8,94.3,50.0,94.3,SUS420,177.8,0.0,76.2,SUS304,552.0,29589.0
332,21.0,375.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,70.0,103.12,12.0,103.12,SUS420,70.0,0.0,65.02,SUS304,426.0,6540.0
333,4.0,1500.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,82.5,94.3,50.0,94.3,SUS420,82.5,0.0,76.2,SUS304,1008.0,16772.0
334,4.0,1000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,66.61,84.81,33.0,84.81,SUS420,66.61,0.0,69.85,SUS304,882.0,10136.0
335,10.0,20.0,A,F,S,C,N,R,KJLC,OTHERS,國外代理商,105.0,151.5,25.0,151.5,SUS420,105.0,0.0,81.5,SUS304,646.0,7955.0
336,1.0,50.0,A,F,M,W,N,R,巨孚,INDUSTRIAL,國內設備商,160.0,102.0,60.0,102.0,SUS420,160.0,0.0,85.0,SUS304,1314.0,49338.0
337,1.0,76.0,A,X,X,W,M,R,柏燈,LED,國內設備商,203.0,285.48,107.1,275.75,SUS420,203.0,0.0,275.4,SUS304,4036.0,159393.0
338,4.0,250.0,B,G,S,C,N,R,KJLC,OTHERS,國外代理商,69.3,103.1,10.0,103.1,SUS420,69.3,0.0,65.0,SUS304,523.0,6037.0
339,20.0,2000.0,B,C,M,C,N,R,KJLC,OTHERS,國外代理商,95.19,100.7,60.5,100.7,SUS420,95.19,0.0,82.6,SUS304,412.0,10261.0
